frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,laneId
27,323,1.4207640276642435,100.0,4.0,2.0,2.5575586220555366,0.0,2.213689940116915,0.0,5
28,323,1.5270833869510645,100.0,4.0,2.0,2.6446940622596755,0.0,2.1674940750779523,0.0,5
29,323,1.6368283157572119,100.0,4.0,2.0,2.7299051040529214,0.0,2.119624664606991,0.0,5
30,323,1.749919519663936,100.0,4.0,2.0,2.813143697179753,0.0,2.0705600040299337,0.0,5
31,323,1.8662765648675428,100.0,4.0,2.0,2.8943814994397186,0.0,2.020790331216645,0.0,5
32,323,1.985818681847375,100.0,4.0,2.0,2.973610159873335,0.0,1.97081292828621,0.0,5
33,323,2.1084655723881633,100.0,4.0,2.0,3.0508414022021135,0.0,1.9211271529283758,0.0,5
34,323,2.234138211893249,100.0,4.0,2.0,3.126106907689011,0.0,1.8722294489865843,0.0,5
35,323,2.3627596389722334,100.0,4.0,2.0,3.1994579985897227,0.0,1.82460838615519,0.0,5
36,323,2.4942557244137475,100.0,4.0,2.0,3.270965125357665,0.0,1.7787397783525738,0.0,5
37,323,2.6285559118600323,100.0,4.0,2.0,3.3407171627263383,0.0,1.7350819295457534,0.0,5
38,323,2.7655939227827404,100.0,4.0,2.0,3.408820521702364,0.0,1.6940710545286404,0.0,5
39,323,2.905308418716083,100.0,4.0,2.0,3.4753980863418823,0.0,1.6561169204080128,0.0,5
40,323,3.0476436141305023,100.0,4.0,2.0,3.5405879859336826,0.0,1.6215987523460358,0.0,5
41,323,3.1925498338232465,100.0,4.0,2.0,3.6045422148570108,0.0,1.5908614444677946,0.0,5
42,323,3.339984009256572,100.0,4.0,2.0,3.667425113903974,0.0,1.564212113793206,0.0,5
43,323,3.489910108884337,100.0,4.0,2.0,3.7294117282406685,0.0,1.5419170316252726,0.0,5
44,323,3.6422994981673025,100.0,4.0,2.0,3.7906860584137436,0.0,1.524198963055242,0.0,5
45,323,3.7971312256799763,100.0,4.0,2.0,3.8514392218777616,0.0,1.5112349411674515,0.0,5
46,323,3.9543922324503384,100.0,4.0,2.0,3.911867543412767,0.0,1.5031544981832679,0.0,5
47,323,4.11407748244077,100.0,4.0,2.0,3.972170593511981,0.0,1.5000383712179497,0.0,5
48,323,4.276190012866475,100.0,4.0,2.0,4.032549194339401,0.0,1.5019176955820797,0.0,5
49,323,4.440740903848631,100.0,4.0,2.0,4.093203413181123,0.0,1.5087736936878338,0.0,5
50,323,4.605136821083713,100.0,4.0,2.0,4.089348441222678,0.0,-0.09589242746631385,0.0,5
51,323,4.769383115481825,100.0,4.0,2.0,4.085626573153019,0.0,-0.09258146823277322,0.0,5
52,323,4.933486632934996,100.0,4.0,2.0,4.082074996647611,0.0,-0.08834546557201532,0.0,5
53,323,5.097455645915293,100.0,4.0,2.0,4.078729197884902,0.0,-0.08322674422239008,0.0,5
54,323,5.261299770819019,100.0,4.0,2.0,4.075622606980154,0.0,-0.07727644875559872,0.0,5
55,323,5.42502987188285,100.0,4.0,2.0,4.072786263962786,0.0,-0.0705540325570392,0.0,5
56,323,5.588657952631981,100.0,4.0,2.0,4.070248508634656,0.0,-0.06312666378723208,0.0,5
57,323,5.752197035944871,100.0,4.0,2.0,4.068034697408132,0.0,-0.05506855425976376,0.0,5
58,323,5.915661033932938,100.0,4.0,2.0,4.066166949953202,0.0,-0.04646021794137566,0.0,5
59,323,6.079064608935353,100.0,4.0,2.0,4.06466392818504,0.0,-0.0373876664830236,0.0,5
60,323,6.242423027017778,100.0,4.0,2.0,4.063540649800321,0.0,-0.027941549819892587,0.0,5
61,323,6.405752005438897,100.0,4.0,2.0,4.0628083382253575,0.0,-0.018216250427209504,0.0,5
62,323,6.56906755560876,100.0,4.0,2.0,4.062474310475338,0.0,-0.00830894028174964,0.0,5
63,323,6.732385823108061,100.0,4.0,2.0,4.0625419040451245,0.0,0.0016813900484350603,0.0,5
64,323,6.895722926366839,100.0,4.0,2.0,4.063010443562112,0.0,0.011654920485049364,0.0,5
65,323,7.059094795614451,100.0,4.0,2.0,4.063875247534324,0.0,0.021511998808781553,0.0,5
66,323,7.222517013709981,100.0,4.0,2.0,4.065127675126337,0.0,0.03115413635133787,0.0,5
67,323,7.386004660443475,100.0,4.0,2.0,4.06675521249565,0.0,0.040484992061659834,0.0,5
68,323,7.549572161863649,100.0,4.0,2.0,4.06874159782686,0.0,0.049411335113860894,0.0,5
69,323,7.713233146137593,100.0,4.0,2.0,4.07106698381435,0.0,0.05784397643882001,0.0,5
70,323,7.87700030738262,100.0,4.0,2.0,4.073708135970003,0.0,0.06569865987187891,0.0,5
71,323,8.04088527883084,100.0,4.0,2.0,4.07663866477453,0.0,0.07289690401258765,0.0,5
72,323,8.204898516593769,100.0,4.0,2.0,4.079829289352817,0.0,0.07936678638491532,0.0,5
73,323,8.36904919518829,100.0,4.0,2.0,4.083248130038761,0.0,0.08504366206285649,0.0,5
74,323,8.533345115867943,100.0,4.0,2.0,4.0868610269063455,0.0,0.0898708095811627,0.0,5
75,323,8.697792628675355,100.0,4.0,2.0,4.0906318810843345,0.0,0.09379999767747389,0.0,5
76,323,8.862396568994722,100.0,4.0,2.0,4.09452301544426,0.0,0.09679196720314866,0.0,5
77,323,9.027160209238254,100.0,4.0,2.0,4.098495551057836,0.0,0.09881682338770004,0.0,5
78,323,9.192085226149304,100.0,4.0,2.0,4.102509795662357,0.0,0.09985433453746051,0.0,5
79,323,9.357171684048907,100.0,4.0,2.0,4.106525640252667,0.0,0.0998941341839772,0.0,5
80,323,9.522418034193112,100.0,4.0,2.0,4.110502959837083,0.0,0.09893582466233819,0.0,5
81,323,9.687821130247505,100.0,4.0,2.0,4.114402014353043,0.0,0.09698898108450864,0.0,5
82,323,9.853376259724357,100.0,4.0,2.0,4.118183845736681,0.0,0.09407305566797726,0.0,5
83,323,10.019077191068233,100.0,4.0,2.0,4.121810667178917,0.0,0.09021718337562934,0.0,5
84,323,10.184916235919639,100.0,4.0,2.0,4.12524624067877,0.0,0.08545989080882806,0.0,5
85,323,10.350884325934572,100.0,4.0,2.0,4.128456239121477,0.0,0.07984871126234903,0.0,5
86,323,10.516971103392407,100.0,4.0,2.0,4.1314085892636845,0.0,0.07343970978741134,0.0,5
87,323,10.683165024686827,100.0,4.0,2.0,4.134073792198688,0.0,0.0662969230082182,0.0,5
88,323,10.849453475665713,100.0,4.0,2.0,4.1364252180997605,0.0,0.058491719289176174,0.0,5
89,323,11.015822897667585,100.0,4.0,2.0,4.138439372296576,0.0,0.05010208564578847,0.0,5
90,323,11.182258922995272,100.0,4.0,2.0,4.1400961300261905,0.0,0.041211848524175664,0.0,5
91,323,11.348746518473181,100.0,4.0,2.0,4.141378937513022,0.0,0.031909836234935214,0.0,5
92,323,11.515270135653832,100.0,4.0,2.0,4.142274977368702,0.0,0.02228899141002459,0.0,5
93,323,11.681813866172796,100.0,4.0,2.0,4.142775296659183,0.0,0.012445442350706172,0.0,5
94,323,11.848361600699809,100.0,4.0,2.0,4.142874896359498,0.0,0.0024775425453357766,0.0,5
95,323,12.014897189897894,100.0,4.0,2.0,4.1425727813023645,0.0,-0.007515112046180931,0.0,5
96,323,12.181404605782177,100.0,4.0,2.0,4.141871970121569,0.0,-0.01743267812229814,0.0,5
97,323,12.34786810186623,100.0,4.0,2.0,4.140779465090771,0.0,-0.027176062641094418,0.0,5
98,323,12.514272370495743,100.0,4.0,2.0,4.139306182159105,0.0,-0.03664791292519284,0.0,5
99,323,12.680602695797555,100.0,4.0,2.0,4.137466841882621,0.0,-0.045753589377532135,0.0,5
100,323,12.844245078741118,100.0,4.0,2.0,4.070604275721142,0.0,-1.663206333266811,0.0,5
101,323,13.00516022357305,100.0,4.0,2.0,4.002764227694293,0.0,-1.687521194667865,0.0,5
102,323,13.163311862584376,100.0,4.0,2.0,3.934022020406732,0.0,-1.7099624062780632,0.0,5
103,323,13.318667118485491,100.0,4.0,2.0,3.8644619905402364,0.0,-1.7303057429290747,0.0,5
104,323,13.471196832905168,100.0,4.0,2.0,3.794176646189454,0.0,-1.748347940725696,0.0,5
105,323,13.62087585773136,100.0,4.0,2.0,3.723265742551606,0.0,-1.7639087279915011,0.0,5
106,323,13.767683306382839,100.0,4.0,2.0,3.6518352852055216,0.0,-1.7768326264838423,0.0,5
107,323,13.911602762500989,100.0,4.0,2.0,3.579996470938946,0.0,-1.7869905048810566,0.0,5
108,323,14.052622443976647,100.0,4.0,2.0,3.507864576706988,0.0,-1.7942808690199474,0.0,5
109,323,14.190735320673046,100.0,4.0,2.0,3.4355578078228906,0.0,-1.7986308759919132,0.0,5
110,323,14.32593918466861,100.0,4.0,2.0,3.3631961168896156,0.0,-1.799997061965211,0.0,5
111,323,14.458236672317776,100.0,4.0,2.0,3.2909000052730866,0.0,-1.7983657764611967,0.0,5
112,323,14.58763523790943,100.0,4.0,2.0,3.218789319092367,0.0,-1.7937533187453951,0.0,5
113,323,14.714147079186088,100.0,4.0,2.0,3.146982051756864,0.0,-1.7862057749706266,0.0,5
114,323,14.837789015468106,100.0,4.0,2.0,3.0755931650151793,0.0,-1.7757985576994026,0.0,5
115,323,14.958582319600582,100.0,4.0,2.0,3.0047334402953187,0.0,-1.7626356524065285,0.0,5
116,323,15.07655250540212,100.0,4.0,2.0,2.934508371813285,0.0,-1.7468485784906123,0.0,5
117,323,15.191729072739195,100.0,4.0,2.0,2.865017112509739,0.0,-1.7285950751757095,0.0,5
118,323,15.304145212773228,100.0,4.0,2.0,2.7963514833465974,0.0,-1.7080575254331367,0.0,5
119,323,15.413837476325483,100.0,4.0,2.0,2.7285950558623315,0.0,-1.68544113367111,0.0,5
120,323,15.520845408673335,100.0,4.0,2.0,2.661822317152778,0.0,-1.6609718754001306,0.0,5
121,323,15.625211154426928,100.0,4.0,2.0,2.596097925620704,0.0,-1.63489423936038,0.0,5
122,323,15.726979036434182,100.0,4.0,2.0,2.5314760649304104,0.0,-1.607468784671048,0.0,5
123,323,15.826195112921518,100.0,4.0,2.0,2.467999902622481,0.0,-1.5789695374097403,0.0,5
124,323,15.922906717295307,100.0,4.0,2.0,2.4057011587979784,0.0,-1.5496812526344927,0.0,5
125,323,16.017161985202108,100.0,4.0,2.0,2.3445997891816823,0.0,-1.5198965692053603,0.0,5
126,323,16.109009373573205,100.0,4.0,2.0,2.284703785731084,0.0,-1.4899130858336584,0.0,5
127,323,16.198497176458968,100.0,4.0,2.0,2.2260090967833848,0.0,-1.4600303875740168,0.0,5
128,323,16.28567304249066,100.0,4.0,2.0,2.168499667538378,0.0,-1.4305470524695383,0.0,5
129,323,16.37058349879107,100.0,4.0,2.0,2.1121476004727016,0.0,-1.401757668258692,0.0,5
130,323,16.453273486090875,100.0,4.0,2.0,2.056913434082671,0.0,-1.3739498889520076,0.0,5
131,323,16.53378590969572,100.0,4.0,2.0,2.0027465371705797,0.0,-1.3474015606882874,0.0,5
132,323,16.61216121079059,100.0,4.0,2.0,1.9495856147348878,0.0,-1.3223779455878326,0.0,5
133,323,16.688436962364847,100.0,4.0,2.0,1.8973593204096204,0.0,-1.2991290713410193,0.0,5
134,323,16.762647493795345,100.0,4.0,2.0,1.84598696933367,0.0,-1.2778872330142654,0.0,5
135,323,16.834823547838653,100.0,4.0,2.0,1.795379344327257,0.0,-1.2588646720345138,0.0,5
136,323,16.904991973459577,100.0,4.0,2.0,1.745439587320502,0.0,-1.242251455543051,0.0,5
137,323,16.973175457565194,100.0,4.0,2.0,1.696064167127237,0.0,-1.2282135773074612,0.0,5
138,323,17.039392298324767,100.0,4.0,2.0,1.6471439138944017,0.0,-1.2168912991667686,0.0,5
139,323,17.10365622234049,100.0,4.0,2.0,1.5985651098911249,0.0,-1.2083977495815073,0.0,5
140,323,17.165976247495816,100.0,4.0,2.0,1.550210625738701,0.0,-1.202817793291539,0.0,5
141,323,17.22635659285174,100.0,4.0,2.0,1.5019610907286265,0.0,-1.2002071833756247,0.0,5
142,323,17.28479663649135,100.0,4.0,2.0,1.4536960855352559,0.0,-1.2005920041850915,0.0,5
143,323,17.341290921733798,100.0,4.0,2.0,1.4052953454059043,0.0,-1.203968410717616,0.0,5
144,323,17.395829211655666,100.0,4.0,2.0,1.3566399618064984,0.0,-1.2103026670352168,0.0,5
145,323,17.448396591374916,100.0,4.0,2.0,1.3076135705163436,0.0,-1.2195314833425952,0.0,5
146,323,17.498973617075457,100.0,4.0,2.0,1.2581035143009536,0.0,-1.231562648357849,0.0,5
147,323,17.547536510283333,100.0,4.0,2.0,1.2080019685458931,0.0,-1.24627595065712,0.0,5
148,323,17.594057395453373,100.0,4.0,2.0,1.1572070186046908,0.0,-1.2635243797874052,0.0,5
149,323,17.63850457849242,100.0,4.0,2.0,1.1056236780962923,0.0,-1.2831355951464072,0.0,5
150,323,17.68498825981959,100.0,4.0,2.0,1.1562815730133917,0.0,1.2601151360628466,0.0,5
151,323,17.733457311209722,100.0,4.0,2.0,1.2056676533295325,0.0,1.228478747863995,0.0,5
152,323,17.783856915021122,100.0,4.0,2.0,1.2536901448085878,0.0,1.1945594755415192,0.0,5
153,323,17.836129111915326,100.0,4.0,2.0,1.3002708977433515,0.0,1.158696229252245,0.0,5
154,323,17.89021337996765,100.0,4.0,2.0,1.3453461678015741,0.0,1.121247342698281,0.0,5
155,323,17.946047239382256,100.0,4.0,2.0,1.3888672529382624,0.0,1.0825869927751186,0.0,5
156,323,18.00356687676961,100.0,4.0,2.0,1.4308009800104144,0.0,1.0431014609197768,0.0,5
157,323,18.062707782748788,100.0,4.0,2.0,1.4711300362320971,0.0,1.0031852735143743,0.0,5
158,323,18.123405396503887,100.0,4.0,2.0,1.5098531421580843,0.0,0.9632372599089274,0.0,5
159,323,18.185595750854347,100.0,4.0,2.0,1.5469850644676453,0.0,0.9236565674503242,0.0,5
160,323,18.249216111393874,100.0,4.0,2.0,1.58255646842077,0.0,0.8848386733339739,0.0,5
161,323,18.314205603311905,100.0,4.0,2.0,1.6166136114610272,0.0,0.8471714331263963,0.0,5
162,323,18.380505819634575,100.0,4.0,2.0,1.6492178810264784,0.0,0.8110312054406135,0.0,5
163,323,18.44806140480791,100.0,4.0,2.0,1.6804451811866912,0.0,0.7767790914852882,0.0,5
164,323,18.516820607792205,100.0,4.0,2.0,1.7103851742343625,0.0,0.7447573270608199,0.0,5
165,323,18.586735799141323,100.0,4.0,2.0,1.7391403848093316,0.0,0.7152858630523508,0.0,5
166,323,18.65776394690037,100.0,4.0,2.0,1.7668251755062676,0.0,0.6886591685862806,0.0,5
167,323,18.72986704656676,100.0,4.0,2.0,1.793564604201427,0.0,0.6651432887921013,0.0,5
168,323,18.803012500818646,100.0,4.0,2.0,1.8194931745156944,0.0,0.6449731865673982,0.0,5
169,323,18.87717344521659,100.0,4.0,2.0,1.8447534918988604,0.0,0.6283503949062521,0.0,5
170,323,18.952329016624155,100.0,4.0,2.0,1.8694948387631087,0.0,0.6154410032481772,0.0,5
171,323,19.028464561665462,100.0,4.0,2.0,1.8938716829024995,0.0,0.6063739979673426,0.0,5
172,323,19.10557178313689,100.0,4.0,2.0,1.91804213410183,0.0,0.6012399735833616,0.0,5
173,323,19.183648822909994,100.0,4.0,2.0,1.9421663643559326,0.0,0.6000902275707956,0.0,5
174,323,19.26270028049729,100.0,4.0,2.0,1.9664050074840431,0.0,0.6029362478117468,0.0,5
175,323,19.342737167095475,100.0,4.0,2.0,1.9909175541297814,0.0,0.609749597812737,0.0,5
176,323,19.423776795565157,100.0,4.0,2.0,2.0158607581833596,0.0,0.6204622008327504,0.0,5
177,323,19.505842607446503,100.0,4.0,2.0,2.041387070548526,0.0,0.6349670200835262,0.0,5
178,323,19.58896393873911,100.0,4.0,2.0,2.067643115903532,0.0,0.6531191282057675,0.0,5
179,323,19.67317572678638,100.0,4.0,2.0,2.0947682276758095,0.0,0.6747371553354053,0.0,5
180,323,19.75851816119315,100.0,4.0,2.0,2.122893055868426,0.0,0.6996051012913296,0.0,5
181,323,19.845036282264445,100.0,4.0,2.0,2.152138261648438,0.0,0.7274744937777999,0.0,5
182,323,19.932779530977626,100.0,4.0,2.0,2.1826133117403965,0.0,0.7580668710374864,0.0,5
183,323,20.021801254984503,100.0,4.0,2.0,2.214415384671022,0.0,0.7910765641493074,0.0,5
184,323,20.112158175579218,100.0,4.0,2.0,2.2476283997934843,0.0,0.8261737511712426,0.0,5
185,323,20.20390982095783,100.0,4.0,2.0,2.282322178792968,0.0,0.863007752612155,0.0,5
186,323,20.29711793143226,100.0,4.0,2.0,2.318551748051475,0.0,0.9012105353053517,0.0,5
187,323,20.391845842541503,100.0,4.0,2.0,2.3563567888424015,0.0,0.9404003896743205,0.0,5
188,323,20.48815785222385,100.0,4.0,2.0,2.3957612408483775,0.0,0.9801857436486531,0.0,5
189,323,20.586118578373153,100.0,4.0,2.0,2.436773062963864,0.0,1.020169075122726,0.0,5
190,323,20.685792313198178,100.0,4.0,2.0,2.4793841537725148,0.0,1.059950883865181,0.0,5
191,323,20.787242380836123,100.0,4.0,2.0,2.523570432493849,0.0,1.099133683193184,0.0,5
192,323,20.89053050463875,100.0,4.0,2.0,2.5692920795904497,0.0,1.1373259715279596,0.0,5
193,323,20.995716190453088,100.0,4.0,2.0,2.616493934631622,0.0,1.1741461441491574,0.0,5
194,323,21.102856132058644,100.0,4.0,2.0,2.665106047438178,0.0,1.20922630606308,0.0,5
195,323,21.21200364470192,100.0,4.0,2.0,2.7150443770015085,0.0,1.2422159478878405,0.0,5
196,323,21.323208132388093,100.0,4.0,2.0,2.766211631193559,0.0,1.2727854480272542,0.0,5
197,323,21.436514594252518,100.0,4.0,2.0,2.818498238877614,0.0,1.3006293661408603,0.0,5
198,323,21.551963174944248,100.0,4.0,2.0,2.8717834447068733,0.0,1.3254694950028423,0.0,5
199,323,21.669588763513975,100.0,4.0,2.0,2.9259365156719657,0.0,1.3470576402566676,0.0,5
